PDS_acc	target_acc	biosample_acc	gencoll_acc
PDS000010300.1	PDT000172825.1	SAMEA2357307	GCA_900144755.1
PDS000083706.13	PDT000888601.1	SAMEA6627077	NULL
PDS000083706.13	PDT001009338.1	SAMN18511093	GCA_018066645.1
PDS000083706.13	PDT001009339.1	SAMN18511087	GCA_018067405.1
PDS000083706.13	PDT001047855.1	SAMN19243082	GCA_018476825.1
PDS000083706.13	PDT001087781.1	SAMN20032766	GCA_021651395.1
PDS000083706.13	PDT001114707.1	SAMN20691018	GCA_019710645.1
PDS000083706.13	PDT001226463.1	SAMN24538423	NULL
PDS000083706.13	PDT001339879.1	SAMD00244742	GCA_023995235.1
PDS000083706.13	PDT001339911.1	SAMD00260839	GCA_023902935.1
PDS000083706.13	PDT001339912.1	SAMD00260840	GCA_023994615.1
PDS000083706.13	PDT001339915.1	SAMD00260843	GCA_023994595.1
PDS000083706.13	PDT001491523.1	SAMEA9800754	NULL
PDS000083706.13	PDT001491610.1	SAMEA9800722	NULL
PDS000083706.13	PDT001491611.1	SAMEA9800727	NULL
PDS000010357.7	PDT000172946.1	SAMEA2357440	GCA_900145845.1
PDS000010357.7	PDT000172947.1	SAMEA2357441	GCA_900145855.1
PDS000010357.7	PDT000172948.1	SAMEA2357442	GCA_900145865.1
PDS000010357.7	PDT000172949.1	SAMEA2357443	GCA_900145875.1
PDS000010357.7	PDT000172950.1	SAMEA2357444	GCA_900145885.1
PDS000010357.7	PDT000172951.1	SAMEA2357445	GCA_900145895.1
PDS000010357.7	PDT000172952.1	SAMEA2357446	GCA_900145905.1
PDS000010357.7	PDT000172953.1	SAMEA2357447	GCA_900147865.1
PDS000010357.7	PDT000172955.1	SAMEA2357449	GCA_900145915.1
PDS000010357.7	PDT000172956.1	SAMEA2357450	GCA_900145925.1
PDS000010357.7	PDT000172957.1	SAMEA2357451	GCA_900145935.1
PDS000010357.7	PDT000172958.1	SAMEA2357452	GCA_900145945.1
PDS000010357.7	PDT000172959.1	SAMEA2357453	GCA_900145955.1
PDS000010357.7	PDT000172960.1	SAMEA2357454	GCA_900145965.1
PDS000141043.1	PDT001677646.1	SAMEA7184438	NULL
PDS000141043.1	PDT001677647.1	SAMEA7184439	NULL
PDS000141043.1	PDT001677648.1	SAMEA7184440	NULL
PDS000141043.1	PDT001677649.1	SAMEA7184441	NULL
PDS000141043.1	PDT001677650.1	SAMEA7184442	NULL
PDS000141043.1	PDT001677651.1	SAMEA7184443	NULL
PDS000141043.1	PDT001677652.1	SAMEA7184444	NULL
PDS000141043.1	PDT001677655.1	SAMEA7184453	NULL
PDS000141043.1	PDT001677656.1	SAMEA7184454	NULL
PDS000141043.1	PDT001677657.1	SAMEA7184461	NULL
PDS000141043.1	PDT001677658.1	SAMEA7184462	NULL
PDS000141043.1	PDT001677659.1	SAMEA7184469	NULL
PDS000141043.1	PDT001677660.1	SAMEA7184470	NULL
PDS000141043.1	PDT001677670.1	SAMEA7184515	NULL
PDS000112029.1	PDT001342783.1	SAMN12213739	GCA_023991015.1
PDS000112029.1	PDT001342784.1	SAMN12213738	GCA_023990995.1
PDS000112029.1	PDT001342785.1	SAMN12213746	GCA_023990955.1
PDS000112029.1	PDT001342786.1	SAMN12213740	GCA_023990975.1
PDS000112029.1	PDT001342787.1	SAMN12213735	GCA_023991155.1
PDS000112029.1	PDT001342788.1	SAMN12213734	GCA_023990935.1
PDS000112029.1	PDT001342789.1	SAMN12213745	GCA_023990915.1
PDS000112029.1	PDT001342790.1	SAMN12213744	GCA_023990895.1
PDS000112029.1	PDT001342791.1	SAMN12213737	GCA_023990875.1
PDS000112029.1	PDT001342792.1	SAMN12213743	GCA_023990855.1
PDS000112029.1	PDT001342793.1	SAMN12213742	GCA_023990835.1
PDS000112029.1	PDT001342794.1	SAMN12213736	GCA_023990795.1
PDS000112029.1	PDT001342795.1	SAMN12213741	GCA_023990815.1
PDS000112029.1	PDT001342796.1	SAMN12213747	GCA_023990775.1
PDS000145583.2	PDT001730330.1	SAMN34441199	GCA_029987515.1
PDS000145583.2	PDT001730343.1	SAMN34441187	GCA_029987855.1
PDS000145583.2	PDT001730344.1	SAMN34441183	GCA_029987895.1
PDS000145583.2	PDT001730355.1	SAMN34441170	GCA_029988215.1
PDS000145583.2	PDT001730376.1	SAMN34441138	GCA_029988895.1
PDS000145583.2	PDT001730378.1	SAMN34441136	GCA_029989005.1
PDS000145583.2	PDT001730385.1	SAMN34441129	GCA_029989185.1
PDS000145583.2	PDT001730390.1	SAMN34441120	GCA_029989305.1
PDS000145583.2	PDT001730395.1	SAMN34441124	GCA_029989585.1
PDS000145583.2	PDT001730400.1	SAMN34441111	GCA_029989705.1
PDS000145583.2	PDT001730403.1	SAMN34441110	GCA_029989755.1
PDS000145583.2	PDT001736394.1	SAMN34441171	GCA_030015815.1
PDS000145583.2	PDT001736403.1	SAMN34441155	GCA_030015995.1
PDS000145583.2	PDT001736404.1	SAMN34441144	GCA_030016015.1
PDS000101727.4	PDT000545389.1	SAMN03105739	GCA_006971785.1
PDS000101727.4	PDT001203157.1	SAMN24045210	NULL
PDS000101727.4	PDT001207558.1	SAMN24249549	NULL
PDS000101727.4	PDT001207609.1	SAMN24249502	NULL
PDS000101727.4	PDT001207715.1	SAMN24249407	NULL
PDS000101727.4	PDT001226079.1	SAMN24538729	NULL
PDS000101727.4	PDT001226102.1	SAMN24538651	NULL
PDS000101727.4	PDT001226112.1	SAMN24538642	NULL
PDS000101727.4	PDT001226204.1	SAMN24538759	NULL
PDS000101727.4	PDT001226209.1	SAMN24538755	NULL
PDS000101727.4	PDT001226310.1	SAMN24538357	NULL
PDS000101727.4	PDT001226313.1	SAMN24538353	NULL
PDS000101727.4	PDT001346521.1	SAMN11110401	NULL
PDS000101727.4	PDT001668558.1	SAMN33905539	NULL
PDS000051147.1	PDT000595439.1	SAMEA5693656	GCA_902201885.1
PDS000051147.1	PDT000595513.1	SAMEA5693751	GCA_902202535.1
PDS000051147.1	PDT000595514.1	SAMEA5693752	GCA_902202545.1
PDS000051147.1	PDT000595518.1	SAMEA5693750	GCA_902202635.1
PDS000051147.1	PDT000595519.1	SAMEA5693755	GCA_902202615.1
PDS000051147.1	PDT000595521.1	SAMEA5693753	GCA_902202605.1
PDS000051147.1	PDT000595524.1	SAMEA5693754	GCA_902202675.1
PDS000051147.1	PDT000595529.1	SAMEA5693756	GCA_902202695.1
PDS000051147.1	PDT000595532.1	SAMEA5693760	GCA_902202715.1
PDS000051147.1	PDT000595594.1	SAMEA5693819	GCA_902203395.1
PDS000051147.1	PDT000595596.1	SAMEA5693814	GCA_902203425.1
PDS000051147.1	PDT000595597.1	SAMEA5693818	GCA_902203415.1
PDS000051147.1	PDT000595657.1	SAMEA5698923	GCA_902204145.1
PDS000051147.1	PDT000595660.1	SAMEA5698922	GCA_902204175.1
PDS000097193.10	PDT000923123.1	SAMN11953931	NULL
PDS000097193.10	PDT001149736.1	SAMN22234396	GCA_021644025.1
PDS000097193.10	PDT001149778.1	SAMN22234395	GCA_021643905.1
PDS000097193.10	PDT001165462.1	SAMN22784574	GCA_021642665.1
PDS000097193.10	PDT001169407.1	SAMN22896392	GCA_021642645.1
PDS000097193.10	PDT001169416.1	SAMN22896403	GCA_021642585.1
PDS000097193.10	PDT001169418.1	SAMN22896401	GCA_021642545.1
PDS000097193.10	PDT001169419.1	SAMN22896400	GCA_021642525.1
PDS000097193.10	PDT001169421.1	SAMN22896398	GCA_021644765.1
PDS000097193.10	PDT001169422.1	SAMN22896397	GCA_021644745.1
PDS000097193.10	PDT001174163.1	SAMN23100590	GCA_021614715.1
PDS000097193.10	PDT001191528.1	SAMEA7391782	NULL
PDS000097193.10	PDT001233300.1	SAMN25378295	GCA_021753005.1
PDS000097193.10	PDT001343995.1	SAMN27566393	GCA_023952135.1
PDS000112292.1	PDT001345968.1	SAMN24018626	GCA_023922845.1
PDS000112292.1	PDT001345984.1	SAMN24018591	GCA_023922865.1
PDS000112292.1	PDT001346017.1	SAMN24018561	GCA_023922605.1
PDS000112292.1	PDT001346022.1	SAMN24018556	GCA_023938165.1
PDS000112292.1	PDT001346032.1	SAMN24018547	GCA_023921675.1
PDS000112292.1	PDT001346040.1	SAMN24018540	GCA_023934285.1
PDS000112292.1	PDT001346057.1	SAMN24018524	GCA_023921465.1
PDS000112292.1	PDT001346130.1	SAMN24018610	GCA_023920865.1
PDS000112292.1	PDT001346150.1	SAMN24018505	GCA_023920785.1
PDS000112292.1	PDT001346202.1	SAMN24018459	GCA_023919805.1
PDS000112292.1	PDT001346240.1	SAMN24018382	GCA_023937765.1
PDS000112292.1	PDT001346277.1	SAMN24018348	GCA_023945375.1
PDS000112292.1	PDT001346319.1	SAMN24018721	GCA_023920625.1
PDS000112292.1	PDT001346334.1	SAMN24018707	GCA_023934545.1
PDS000016058.11	PDT000243163.1	SAMN07504835	GCA_002326605.1
PDS000016058.11	PDT000243192.1	SAMN07504836	GCA_002330165.1
PDS000016058.11	PDT000243199.1	SAMN07504802	GCA_002330305.1
PDS000016058.11	PDT000754077.1	SAMEA2146649	GCA_021688215.1
PDS000016058.11	PDT000923216.1	SAMN16982528	GCA_016337155.1
PDS000016058.11	PDT000923346.1	SAMN16982685	GCA_016339945.1
PDS000016058.11	PDT001210296.1	SAMN17024864	GCA_021595105.1
PDS000016058.11	PDT001343620.1	SAMN27565668	GCA_023964075.1
PDS000016058.11	PDT001345936.1	SAMN24018677	GCA_023950315.1
PDS000016058.11	PDT001345943.1	SAMN24018671	GCA_023923445.1
PDS000016058.11	PDT001346232.1	SAMN24018389	GCA_023946375.1
PDS000016058.11	PDT001346327.1	SAMN24018246	GCA_023946355.1
PDS000016058.11	PDT001493453.1	SAMEA111505982	GCA_026314415.1
PDS000016058.11	PDT001611722.1	SAMN32164122	GCA_028568855.1
PDS000055980.1	PDT000672295.1	SAMN13659095	GCA_021708575.1
PDS000055980.1	PDT000672297.1	SAMN13659098	GCA_021708555.1
PDS000055980.1	PDT000672298.1	SAMN13659099	GCA_021708515.1
PDS000055980.1	PDT000672299.1	SAMN13659103	GCA_021708475.1
PDS000055980.1	PDT000672302.1	SAMN13659097	GCA_021708495.1
PDS000055980.1	PDT000672303.1	SAMN13659096	GCA_021708435.1
PDS000055980.1	PDT000672304.1	SAMN13659101	GCA_021708455.1
PDS000055980.1	PDT000672306.1	SAMN13659112	GCA_021708375.1
PDS000055980.1	PDT000672309.1	SAMN13659104	GCA_021708355.1
PDS000055980.1	PDT000672312.1	SAMN13659107	GCA_021708275.1
PDS000055980.1	PDT000672315.1	SAMN13659105	GCA_021708195.1
PDS000055980.1	PDT000672317.1	SAMN13659116	GCA_021708215.1
PDS000055980.1	PDT000672321.1	SAMN13659118	GCA_021708175.1
PDS000055980.1	PDT000672324.1	SAMN13659117	GCA_021708155.1
PDS000134543.2	PDT001593400.1	SAMN32646663	NULL
PDS000134543.2	PDT001593529.1	SAMN32646858	NULL
PDS000134543.2	PDT001593536.1	SAMN32646865	NULL
PDS000134543.2	PDT001593544.1	SAMN32646873	NULL
PDS000134543.2	PDT001593545.1	SAMN32646874	NULL
PDS000134543.2	PDT001593562.1	SAMN32646880	NULL
PDS000134543.2	PDT001593587.1	SAMN32646906	NULL
PDS000134543.2	PDT001593607.1	SAMN32646830	NULL
PDS000134543.2	PDT001593694.1	SAMN32646917	NULL
PDS000134543.2	PDT001593696.1	SAMN32646919	NULL
PDS000134543.2	PDT001676903.1	SAMN34030063	NULL
PDS000134543.2	PDT001676935.1	SAMN34030191	NULL
PDS000134543.2	PDT001677019.1	SAMN34030151	NULL
PDS000111734.1	PDT001337210.1	SAMN28875099	GCA_023717015.1
PDS000111734.1	PDT001337211.1	SAMN28875102	GCA_023717035.1
PDS000111734.1	PDT001337213.1	SAMN28875096	GCA_023717085.1
PDS000111734.1	PDT001337217.1	SAMN28875092	GCA_023717165.1
PDS000111734.1	PDT001337218.1	SAMN28875106	GCA_023717185.1
PDS000111734.1	PDT001337221.1	SAMN28875088	GCA_023717645.1
PDS000111734.1	PDT001337222.1	SAMN28875091	GCA_023717675.1
PDS000111734.1	PDT001337224.1	SAMN28875100	GCA_023717685.1
PDS000111734.1	PDT001337230.1	SAMN28875087	GCA_023717825.1
PDS000111734.1	PDT001337233.1	SAMN28875104	GCA_023717885.1
PDS000111734.1	PDT001337234.1	SAMN28875097	GCA_023717905.1
PDS000111734.1	PDT001337236.1	SAMN28875090	GCA_023717945.1
PDS000111734.1	PDT001337240.1	SAMN28875095	GCA_023718265.1
PDS000010303.1	PDT000172890.1	SAMEA2357384	GCA_900145385.1
PDS000010303.1	PDT000172891.1	SAMEA2357385	GCA_900145415.1
PDS000010303.1	PDT000172892.1	SAMEA2357386	GCA_900145425.1
PDS000010303.1	PDT000172893.1	SAMEA2357387	GCA_900145395.1
PDS000010303.1	PDT000172903.1	SAMEA2357397	GCA_900145485.1
PDS000010303.1	PDT000172904.1	SAMEA2357398	GCA_900145495.1
PDS000010303.1	PDT000172905.1	SAMEA2357399	GCA_900145505.1
PDS000010303.1	PDT000172906.1	SAMEA2357400	GCA_900145515.1
PDS000010303.1	PDT000172908.1	SAMEA2357402	GCA_900145525.1
PDS000010303.1	PDT000172909.1	SAMEA2357403	GCA_900145535.1
PDS000010303.1	PDT000172910.1	SAMEA2357404	GCA_900145545.1
PDS000010303.1	PDT000172911.1	SAMEA2357405	GCA_900145555.1
PDS000010303.1	PDT000172913.1	SAMEA2357407	GCA_900145575.1
PDS000117619.2	PDT001413318.1	SAMN30618221	GCA_025107335.1
PDS000117619.2	PDT001413326.1	SAMN30618222	GCA_025107585.1
PDS000117619.2	PDT001413881.1	SAMN30617960	GCA_025125855.1
PDS000117619.2	PDT001413935.1	SAMN30617961	GCA_025126935.1
PDS000117619.2	PDT001413936.1	SAMN30617963	GCA_025126955.1
PDS000117619.2	PDT001413940.1	SAMN30617962	GCA_025127035.1
PDS000117619.2	PDT001413951.1	SAMN30618037	GCA_025127515.1
PDS000117619.2	PDT001413987.1	SAMN30618055	GCA_025129875.1
PDS000117619.2	PDT001414026.1	SAMN30618019	GCA_025130655.1
PDS000117619.2	PDT001414027.1	SAMN30618018	GCA_025130675.1
PDS000117619.2	PDT001414033.1	SAMN30618058	GCA_025130795.1
PDS000117619.2	PDT001414097.1	SAMN30618075	GCA_025132495.1
PDS000117619.2	PDT001414105.1	SAMN30618076	GCA_025132655.1
PDS000010330.2	PDT000172794.1	SAMEA2357276	GCA_900144525.1
PDS000010330.2	PDT000172795.1	SAMEA2357277	GCA_900144545.1
PDS000010330.2	PDT000172796.1	SAMEA2357278	GCA_900144535.1
PDS000010330.2	PDT000172798.1	SAMEA2357280	GCA_900144575.1
PDS000010330.2	PDT000172799.1	SAMEA2357281	GCA_900144555.1
PDS000010330.2	PDT000172800.1	SAMEA2357282	GCA_900144565.1
PDS000010330.2	PDT000172801.1	SAMEA2357283	GCA_900144585.1
PDS000010330.2	PDT000172802.1	SAMEA2357284	GCA_900144595.1
PDS000010330.2	PDT000172803.1	SAMEA2357285	GCA_900144605.1
PDS000010330.2	PDT000172804.1	SAMEA2357286	GCA_900144615.1
PDS000010330.2	PDT000172807.1	SAMEA2357289	GCA_900144625.1
PDS000010330.2	PDT000172808.1	SAMEA2357290	GCA_900144635.1
PDS000010330.2	PDT000172809.1	SAMEA2357291	GCA_900144645.1
PDS000015070.19	PDT000202033.2	SAMEA3716504	NULL
PDS000015070.19	PDT000202582.2	SAMEA3180244	NULL
PDS000015070.19	PDT000202638.3	SAMEA3180312	NULL
PDS000015070.19	PDT000754105.1	SAMEA2162113	GCA_021687415.1
PDS000015070.19	PDT000755580.2	SAMEA5209454	NULL
PDS000015070.19	PDT000755651.1	SAMEA5209828	NULL
PDS000015070.19	PDT000759752.1	SAMEA104069674	NULL
PDS000015070.19	PDT001085987.1	SAMN19947839	GCA_019166785.1
PDS000015070.19	PDT001203086.1	SAMN24045035	NULL
PDS000015070.19	PDT001210071.1	SAMN17025057	GCA_021600105.1
PDS000015070.19	PDT001210103.1	SAMN17024881	GCA_021599685.1
PDS000015070.19	PDT001210104.1	SAMN17024880	GCA_021599185.1
PDS000015070.19	PDT001222042.1	SAMN17290583	GCA_021587765.1
PDS000112035.2	PDT001342726.1	SAMN21447763	GCA_023992155.1
PDS000112035.2	PDT001342727.1	SAMN21447762	GCA_023992095.1
PDS000112035.2	PDT001342728.1	SAMN21447761	GCA_023992055.1
PDS000112035.2	PDT001342729.1	SAMN21447760	GCA_023992035.1
PDS000112035.2	PDT001342731.1	SAMN21447758	GCA_023991975.1
PDS000112035.2	PDT001342733.1	SAMN21447756	NULL
PDS000112035.2	PDT001342735.1	SAMN21447767	NULL
PDS000112035.2	PDT001342736.1	SAMN21447766	GCA_023991935.1
PDS000112035.2	PDT001342737.1	SAMN21447765	GCA_023991955.1
PDS000112035.2	PDT001342738.1	SAMN21447764	GCA_023991875.1
PDS000112035.2	PDT001342740.1	SAMN21447754	NULL
PDS000112035.2	PDT001344087.1	SAMN27566038	GCA_023950195.1
PDS000112035.2	PDT001344094.1	SAMN27566031	GCA_023950075.1
PDS000101949.1	PDT001211377.1	SAMD00109080	NULL
PDS000101949.1	PDT001211390.1	SAMD00109095	NULL
PDS000101949.1	PDT001211392.1	SAMD00109098	NULL
PDS000101949.1	PDT001211395.1	SAMD00109101	NULL
PDS000101949.1	PDT001211396.1	SAMD00109102	NULL
PDS000101949.1	PDT001211397.1	SAMD00109103	NULL
PDS000101949.1	PDT001211398.1	SAMD00109104	NULL
PDS000101949.1	PDT001211401.1	SAMD00109107	NULL
PDS000101949.1	PDT001211433.1	SAMD00109139	NULL
PDS000101949.1	PDT001211434.1	SAMD00109141	NULL
PDS000101949.1	PDT001211440.1	SAMD00116311	GCA_021594705.1
PDS000101949.1	PDT001211456.1	SAMD00116327	GCA_021594425.1
PDS000101949.1	PDT001211461.1	SAMD00116332	GCA_021594345.1
PDS000075634.1	PDT000217917.1	SAMN06648200	GCA_002189115.1
PDS000075634.1	PDT000888353.1	SAMN14776844	GCA_015317475.1
PDS000075634.1	PDT000888354.1	SAMN14776843	GCA_015317505.1
PDS000075634.1	PDT000888355.1	SAMN14776842	GCA_015317525.1
PDS000075634.1	PDT000888356.1	SAMN14776839	GCA_015317535.1
PDS000075634.1	PDT000888357.1	SAMN14776840	GCA_015317565.1
PDS000075634.1	PDT000888358.1	SAMN14776841	GCA_015317575.1
PDS000075634.1	PDT000888359.1	SAMN14776837	GCA_015317615.1
PDS000075634.1	PDT000888360.1	SAMN14776834	GCA_015317645.1
PDS000075634.1	PDT000888362.1	SAMN14776833	GCA_015317705.1
PDS000075634.1	PDT000888366.1	SAMN14776829	GCA_015317785.1
PDS000075634.1	PDT000888369.1	SAMN14776826	GCA_015317845.1
PDS000075634.1	PDT000888370.1	SAMN14776823	GCA_015317885.1
PDS000112279.3	PDT001110132.1	SAMN20110668	GCA_021645625.1
PDS000112279.3	PDT001346488.1	SAMN11110538	GCA_023934945.1
PDS000112279.3	PDT001346507.1	SAMN11110542	GCA_023916485.1
PDS000112279.3	PDT001346621.1	SAMN11110595	GCA_023916205.1
PDS000112279.3	PDT001346623.1	SAMN11110593	GCA_023916225.1
PDS000112279.3	PDT001346637.1	SAMN11110558	GCA_023916125.1
PDS000112279.3	PDT001346638.1	SAMN11110559	GCA_023950255.1
PDS000112279.3	PDT001406418.1	SAMN30313498	GCA_024832945.1
PDS000112279.3	PDT001406420.1	SAMN30313496	GCA_024856665.1
PDS000112279.3	PDT001406446.1	SAMN30313488	GCA_024832685.1
PDS000112279.3	PDT001406453.1	SAMN30313553	GCA_024838105.1
PDS000112279.3	PDT001406458.1	SAMN30313549	GCA_024832025.1
PDS000112279.3	PDT001406536.1	SAMN30313480	GCA_024856285.1
PDS000092766.4	PDT000127093.1	SAMN04038435	GCA_001623945.1
PDS000092766.4	PDT000127094.1	SAMN04038437	GCA_001623955.1
PDS000092766.4	PDT000127095.1	SAMN04038440	GCA_001623985.1
PDS000092766.4	PDT000619036.1	SAMN12768891	GCA_021708675.1
PDS000092766.4	PDT001087483.1	SAMN20032992	GCA_021660675.1
PDS000092766.4	PDT001087586.1	SAMN20032843	GCA_021657915.1
PDS000092766.4	PDT001087593.1	SAMN20032836	GCA_021657775.1
PDS000092766.4	PDT001087638.1	SAMN20032795	GCA_021656775.1
PDS000092766.4	PDT001222179.1	SAMN17311339	GCA_021585275.1
PDS000092766.4	PDT001471533.1	SAMN31263434	GCA_025925095.1
PDS000092766.4	PDT001471581.1	SAMN31263404	GCA_025922065.1
PDS000092766.4	PDT001471600.1	SAMN31263387	GCA_025921305.1
PDS000092766.4	PDT001471616.1	SAMN31263355	GCA_025921905.1
PDS000117719.1	PDT001413282.1	SAMN30618280	GCA_025105955.1
PDS000117719.1	PDT001413753.1	SAMN30617890	GCA_025123295.1
PDS000117719.1	PDT001413756.1	SAMN30617888	GCA_025123355.1
PDS000117719.1	PDT001413757.1	SAMN30617889	GCA_025123375.1
PDS000117719.1	PDT001413759.1	SAMN30617887	GCA_025123415.1
PDS000117719.1	PDT001413858.1	SAMN30617980	GCA_025125395.1
PDS000117719.1	PDT001413865.1	SAMN30617979	GCA_025125535.1
PDS000117719.1	PDT001413997.1	SAMN30618054	GCA_025130075.1
PDS000117719.1	PDT001413999.1	SAMN30618053	GCA_025130115.1
PDS000117719.1	PDT001414022.1	SAMN30618026	GCA_025130575.1
PDS000117719.1	PDT001414034.1	SAMN30618135	GCA_025131235.1
PDS000117719.1	PDT001414041.1	SAMN30618134	GCA_025131375.1
PDS000117719.1	PDT001414067.1	SAMN30618133	GCA_025131895.1
PDS000112047.1	PDT001342616.1	SAMD00193241	GCA_023992415.1
PDS000112047.1	PDT001342617.1	SAMD00193242	GCA_023992575.1
PDS000112047.1	PDT001342618.1	SAMD00193243	GCA_023992595.1
PDS000112047.1	PDT001342620.1	SAMD00193245	GCA_023992395.1
PDS000112047.1	PDT001342621.1	SAMD00193246	GCA_023992535.1
PDS000112047.1	PDT001342622.1	SAMD00193247	GCA_023992515.1
PDS000112047.1	PDT001342623.1	SAMD00193248	GCA_023992335.1
PDS000112047.1	PDT001342624.1	SAMD00193249	GCA_023992495.1
PDS000112047.1	PDT001342626.1	SAMD00193251	GCA_023992435.1
PDS000112047.1	PDT001342627.1	SAMD00193252	GCA_023992315.1
PDS000112047.1	PDT001342628.1	SAMD00193253	GCA_023992235.1
PDS000112047.1	PDT001342629.1	SAMD00245773	GCA_023992375.1
PDS000112047.1	PDT001342630.1	SAMD00245774	GCA_023992215.1
PDS000107992.1	PDT001286228.1	SAMN19855084	GCA_022989025.1
PDS000107992.1	PDT001286250.1	SAMN19855081	GCA_022988965.1
PDS000107992.1	PDT001286269.1	SAMN19855125	GCA_022999445.1
PDS000107992.1	PDT001286329.1	SAMN19855500	GCA_022999385.1
PDS000107992.1	PDT001286331.1	SAMN19855496	GCA_022988605.1
PDS000107992.1	PDT001286413.1	SAMN19855492	GCA_023002935.1
PDS000107992.1	PDT001286414.1	SAMN19855490	GCA_022988445.1
PDS000107992.1	PDT001286415.1	SAMN19855489	GCA_022998545.1
PDS000107992.1	PDT001286416.1	SAMN19855488	GCA_022994465.1
PDS000107992.1	PDT001286417.1	SAMN19855487	GCA_023002915.1
PDS000107992.1	PDT001286418.1	SAMN19855486	GCA_022994445.1
PDS000107992.1	PDT001286419.1	SAMN19855485	GCA_022987685.1
PDS000107992.1	PDT001286430.1	SAMN19855079	GCA_022987665.1
PDS000113738.5	PDT001357662.1	SAMEA12339061	GCA_024225835.1
PDS000113738.5	PDT001359710.1	SAMEA12339069	GCA_024272165.1
PDS000113738.5	PDT001361982.1	SAMEA12339063	GCA_024301405.1
PDS000113738.5	PDT001362025.1	SAMEA12339066	GCA_024301185.1
PDS000113738.5	PDT001364702.1	SAMEA12339064	GCA_024369555.1
PDS000113738.5	PDT001365988.1	SAMEA12339072	GCA_024440015.1
PDS000113738.5	PDT001371357.1	SAMEA12339065	GCA_024482365.1
PDS000113738.5	PDT001371358.1	SAMEA12339067	GCA_024482345.1
PDS000113738.5	PDT001371359.1	SAMEA12339068	GCA_024482985.1
PDS000113738.5	PDT001371360.1	SAMEA12339070	GCA_024481165.1
PDS000113738.5	PDT001371361.1	SAMEA12339071	GCA_024481145.1
PDS000113738.5	PDT001372798.1	SAMEA12339062	GCA_024488725.1
PDS000010304.8	PDT000070715.1	SAMN03197884	GCA_001065925.1
PDS000010304.8	PDT000070762.1	SAMN03197888	GCA_001066895.1
PDS000010304.8	PDT000070771.1	SAMN03197915	GCA_001067065.1
PDS000010304.8	PDT000673592.1	SAMN11420043	GCA_021706395.1
PDS000010304.8	PDT000923230.1	SAMN16982819	GCA_016337625.1
PDS000010304.8	PDT000923232.1	SAMN16982820	GCA_016337665.1
PDS000010304.8	PDT000923258.1	SAMN16982791	GCA_016338185.1
PDS000010304.8	PDT000923259.1	SAMN16982792	GCA_016338205.1
PDS000010304.8	PDT001343599.1	SAMN27565687	GCA_023964835.1
PDS000010304.8	PDT001413845.1	SAMN30617999	GCA_025125135.1
PDS000010304.8	PDT001413851.1	SAMN30617998	GCA_025125255.1
PDS000010304.8	PDT001413965.1	SAMN30618163	GCA_025129435.1
PDS000107984.1	PDT001286186.1	SAMN19855435	NULL
PDS000107984.1	PDT001286368.1	SAMN19855254	NULL
PDS000107984.1	PDT001286369.1	SAMN19855253	NULL
PDS000107984.1	PDT001286370.1	SAMN19855250	NULL
PDS000107984.1	PDT001286432.1	SAMN19855469	NULL
PDS000107984.1	PDT001286433.1	SAMN19855467	NULL
PDS000107984.1	PDT001286434.1	SAMN19855465	NULL
PDS000107984.1	PDT001286435.1	SAMN19855462	NULL
PDS000107984.1	PDT001286437.1	SAMN19855456	NULL
PDS000107984.1	PDT001286438.1	SAMN19855455	NULL
PDS000107984.1	PDT001286442.1	SAMN19855447	NULL
PDS000107984.1	PDT001286448.1	SAMN19855436	NULL
PDS000112391.1	PDT001349618.1	SAMN26853092	GCA_023927525.1
PDS000112391.1	PDT001349619.1	SAMN26853095	GCA_023927535.1
PDS000112391.1	PDT001349621.1	SAMN26853088	GCA_023927615.1
PDS000112391.1	PDT001349622.1	SAMN26853096	GCA_023927625.1
PDS000112391.1	PDT001349624.1	SAMN26853086	GCA_023927735.1
PDS000112391.1	PDT001349625.1	SAMN26853083	GCA_023927785.1
PDS000112391.1	PDT001349626.1	SAMN26853085	GCA_023927765.1
PDS000112391.1	PDT001349627.1	SAMN26853084	GCA_023927775.1
PDS000112391.1	PDT001349727.1	SAMN26853090	GCA_023932025.1
PDS000112391.1	PDT001349728.1	SAMN26853094	GCA_023932085.1
PDS000112391.1	PDT001349729.1	SAMN26853089	GCA_023932165.1
PDS000112391.1	PDT001349731.1	SAMN26853091	GCA_023932205.1
PDS000044230.2	PDT000482982.1	SAMN10478296	GCA_004371955.1
PDS000044230.2	PDT000482993.1	SAMN10478300	GCA_004372145.1
PDS000044230.2	PDT000482994.1	SAMN10478298	GCA_004372185.1
PDS000044230.2	PDT000482995.1	SAMN10478299	GCA_004372195.1
PDS000044230.2	PDT000483008.1	SAMN10478273	GCA_004372445.1
PDS000044230.2	PDT000483009.1	SAMN10478271	GCA_004372485.1
PDS000044230.2	PDT000483010.1	SAMN10478270	GCA_004372505.1
PDS000044230.2	PDT000483011.1	SAMN10478272	GCA_004372495.1
PDS000044230.2	PDT000483012.1	SAMN10478269	GCA_004372525.1
PDS000044230.2	PDT000483013.1	SAMN10478268	GCA_004372535.1
PDS000044230.2	PDT000483014.1	SAMN10478267	GCA_004372585.1
PDS000044230.2	PDT000483019.1	SAMN10478290	GCA_004372675.1
PDS000106526.1	PDT001269087.1	SAMEA7819632	NULL
